label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,3,34,48,30,frame_00.png,100,100
2,1,33,48,31,frame_01.png,100,100
2,0,33,48,30,frame_02.png,100,100
2,0,32,46,32,frame_03.png,100,100
2,0,31,43,32,frame_04.png,100,100
2,0,30,38,31,frame_05.png,100,100
2,0,29,36,32,frame_06.png,100,100
2,0,28,36,34,frame_07.png,100,100
2,0,28,40,32,frame_08.png,100,100
2,0,29,43,33,frame_09.png,100,100
2,0,31,50,32,frame_10.png,100,100
2,11,34,48,31,frame_11.png,100,100
2,17,35,48,32,frame_12.png,100,100
2,20,37,51,31,frame_13.png,100,100
2,23,39,52,31,frame_14.png,100,100
