label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,18,0,82,48,frame_00.png,100,100
2,10,9,75,47,frame_01.png,100,100
2,7,20,69,46,frame_02.png,100,100
2,4,30,62,43,frame_03.png,100,100
2,14,32,54,38,frame_04.png,100,100
2,19,32,49,34,frame_05.png,100,100
2,24,30,44,31,frame_06.png,100,100
2,28,23,41,30,frame_07.png,100,100
2,30,15,43,32,frame_08.png,100,100
2,32,9,51,32,frame_09.png,100,100
2,33,8,58,38,frame_10.png,100,100
2,35,11,64,41,frame_11.png,100,100
2,39,18,61,43,frame_12.png,100,100
2,33,28,66,43,frame_13.png,100,100
2,30,32,70,42,frame_14.png,100,100
