label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,48,26,52,36,frame_00.png,100,100
2,30,50,38,27,frame_01.png,100,100
2,35,53,35,27,frame_02.png,100,100
2,30,55,36,28,frame_03.png,100,100
2,28,56,47,25,frame_04.png,100,100
2,30,56,43,27,frame_05.png,100,100
2,30,55,44,25,frame_06.png,100,100
2,31,53,40,24,frame_07.png,100,100
2,31,53,36,21,frame_08.png,100,100
2,28,51,34,21,frame_09.png,100,100
2,29,49,32,18,frame_10.png,100,100
2,32,45,29,17,frame_11.png,100,100
2,34,40,28,17,frame_12.png,100,100
2,35,37,27,16,frame_13.png,100,100
2,36,35,26,16,frame_14.png,100,100
