label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
3,0,29,74,34,frame_00.png,100,100
3,0,15,65,52,frame_01.png,100,100
3,3,7,57,64,frame_02.png,100,100
3,13,6,36,69,frame_03.png,100,100
3,20,10,21,65,frame_04.png,100,100
3,21,9,17,67,frame_05.png,100,100
3,1,0,28,66,frame_06.png,100,100
3,8,0,19,68,frame_07.png,100,100
3,15,2,16,67,frame_08.png,100,100
3,13,20,13,59,frame_09.png,100,100
3,8,45,35,28,frame_10.png,100,100
3,0,38,52,22,frame_11.png,100,100
3,10,0,54,42,frame_12.png,100,100
3,32,0,25,39,frame_13.png,100,100
3,17,0,19,23,frame_14.png,100,100
