label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
3,24,60,76,13,frame_00.png,100,100
3,25,61,75,16,frame_01.png,100,100
3,20,62,78,21,frame_02.png,100,100
3,25,59,69,24,frame_03.png,100,100
3,30,59,63,26,frame_04.png,100,100
3,30,58,66,28,frame_05.png,100,100
3,28,60,62,31,frame_06.png,100,100
3,26,60,58,33,frame_07.png,100,100
3,22,59,55,34,frame_08.png,100,100
3,17,60,55,33,frame_09.png,100,100
3,18,60,56,35,frame_10.png,100,100
3,17,60,55,34,frame_11.png,100,100
3,15,60,50,34,frame_12.png,100,100
3,6,58,54,37,frame_13.png,100,100
3,0,62,55,35,frame_14.png,100,100
