label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
3,57,45,9,27,frame_00.png,100,100
3,43,44,13,25,frame_01.png,100,100
3,37,44,14,24,frame_02.png,100,100
3,37,45,13,25,frame_03.png,100,100
3,37,45,13,25,frame_04.png,100,100
3,35,45,12,25,frame_05.png,100,100
3,34,45,13,24,frame_06.png,100,100
3,34,45,13,25,frame_07.png,100,100
3,34,44,13,25,frame_08.png,100,100
3,34,45,14,25,frame_09.png,100,100
3,34,44,13,25,frame_10.png,100,100
3,34,45,13,25,frame_11.png,100,100
3,33,45,13,25,frame_12.png,100,100
3,32,45,14,25,frame_13.png,100,100
3,32,45,13,25,frame_14.png,100,100
