label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,35,33,21,12,frame_00.png,100,100
2,37,33,20,12,frame_01.png,100,100
2,39,31,18,12,frame_02.png,100,100
2,38,30,20,14,frame_03.png,100,100
2,37,31,19,14,frame_04.png,100,100
2,36,31,19,12,frame_05.png,100,100
2,34,31,20,13,frame_06.png,100,100
2,36,31,18,13,frame_07.png,100,100
2,35,31,20,12,frame_08.png,100,100
2,35,30,22,11,frame_09.png,100,100
2,36,31,19,12,frame_10.png,100,100
2,38,34,20,14,frame_11.png,100,100
2,38,44,21,14,frame_12.png,100,100
2,39,63,19,15,frame_13.png,100,100
2,35,71,20,13,frame_14.png,100,100
