label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,11,52,57,48,frame_00.png,100,100
2,12,44,55,50,frame_01.png,100,100
2,16,34,46,38,frame_02.png,100,100
2,16,26,41,33,frame_03.png,100,100
2,14,23,40,30,frame_04.png,100,100
2,14,26,42,32,frame_05.png,100,100
2,10,33,47,39,frame_06.png,100,100
2,10,45,60,47,frame_07.png,100,100
2,9,51,66,45,frame_08.png,100,100
2,12,46,62,45,frame_09.png,100,100
2,17,35,54,38,frame_10.png,100,100
2,20,25,52,37,frame_11.png,100,100
2,24,22,43,31,frame_12.png,100,100
2,24,20,41,33,frame_13.png,100,100
2,22,24,43,32,frame_14.png,100,100
