label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
3,19,44,67,19,frame_00.png,100,100
3,13,32,68,20,frame_01.png,100,100
3,19,46,70,21,frame_02.png,100,100
3,19,46,68,18,frame_03.png,100,100
3,13,36,66,20,frame_04.png,100,100
3,19,49,69,20,frame_05.png,100,100
3,15,47,66,18,frame_06.png,100,100
3,5,36,69,19,frame_07.png,100,100
3,8,53,74,18,frame_08.png,100,100
3,7,50,71,14,frame_09.png,100,100
3,4,45,69,13,frame_10.png,100,100
3,11,51,69,21,frame_11.png,100,100
3,12,49,66,21,frame_12.png,100,100
3,8,41,61,21,frame_13.png,100,100
3,14,44,63,30,frame_14.png,100,100
