label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,20,27,49,32,frame_00.png,100,100
2,21,26,48,33,frame_01.png,100,100
2,23,27,48,32,frame_02.png,100,100
2,22,28,47,32,frame_03.png,100,100
2,19,28,45,31,frame_04.png,100,100
2,17,26,45,31,frame_05.png,100,100
2,17,25,43,29,frame_06.png,100,100
2,20,25,42,29,frame_07.png,100,100
2,22,25,42,28,frame_08.png,100,100
2,21,24,42,30,frame_09.png,100,100
2,21,22,43,29,frame_10.png,100,100
2,21,22,42,29,frame_11.png,100,100
2,22,23,41,29,frame_12.png,100,100
2,23,22,40,28,frame_13.png,100,100
2,23,22,41,28,frame_14.png,100,100
