label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,14,26,41,28,frame_00.png,100,100
2,6,24,42,30,frame_01.png,100,100
2,4,24,42,30,frame_02.png,100,100
2,5,25,40,29,frame_03.png,100,100
2,10,25,40,29,frame_04.png,100,100
2,13,25,39,33,frame_05.png,100,100
2,12,27,41,27,frame_06.png,100,100
2,14,28,41,31,frame_07.png,100,100
2,11,29,44,30,frame_08.png,100,100
2,8,32,47,30,frame_09.png,100,100
2,8,34,47,29,frame_10.png,100,100
2,7,39,50,30,frame_11.png,100,100
2,5,43,54,32,frame_12.png,100,100
2,6,45,54,34,frame_13.png,100,100
2,4,47,57,35,frame_14.png,100,100
