label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
2,39,49,31,24,frame_00.png,100,100
2,35,54,29,24,frame_01.png,100,100
2,25,52,29,24,frame_02.png,100,100
2,21,41,31,24,frame_03.png,100,100
2,27,27,33,24,frame_04.png,100,100
2,44,21,34,26,frame_05.png,100,100
2,51,31,33,24,frame_06.png,100,100
2,48,41,31,25,frame_07.png,100,100
2,38,49,29,24,frame_08.png,100,100
2,21,50,32,26,frame_09.png,100,100
2,11,45,34,26,frame_10.png,100,100
2,10,45,32,26,frame_11.png,100,100
2,19,47,32,26,frame_12.png,100,100
2,30,42,32,26,frame_13.png,100,100
2,36,33,32,26,frame_14.png,100,100
