label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
3,47,53,13,28,frame_00.png,100,100
3,47,53,11,28,frame_01.png,100,100
3,0,39,27,4,frame_02.png,100,100
3,0,26,20,7,frame_03.png,100,100
3,0,24,37,5,frame_04.png,100,100
3,7,24,36,6,frame_05.png,100,100
3,12,25,37,6,frame_06.png,100,100
3,15,25,37,5,frame_07.png,100,100
3,17,24,38,5,frame_08.png,100,100
3,19,25,34,6,frame_09.png,100,100
3,21,25,36,6,frame_10.png,100,100
3,22,25,36,5,frame_11.png,100,100
3,23,25,37,6,frame_12.png,100,100
3,24,25,38,6,frame_13.png,100,100
3,27,27,39,6,frame_14.png,100,100
