label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
5,4,14,54,31,frame_00.png,100,100
5,6,16,52,31,frame_01.png,100,100
5,12,17,56,25,frame_02.png,100,100
5,2,15,60,30,frame_03.png,100,100
5,1,16,48,29,frame_04.png,100,100
5,0,20,47,22,frame_05.png,100,100
5,0,19,55,26,frame_06.png,100,100
5,26,13,52,30,frame_07.png,100,100
5,20,14,56,31,frame_08.png,100,100
5,13,15,56,29,frame_09.png,100,100
5,12,17,56,25,frame_10.png,100,100
5,6,18,57,29,frame_13.png,100,100
5,24,15,44,29,frame_14.png,100,100
