label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,5,27,71,29,frame_00.png,100,100
4,7,26,71,28,frame_01.png,100,100
4,11,26,65,31,frame_02.png,100,100
4,17,25,56,24,frame_03.png,100,100
4,23,34,56,13,frame_04.png,100,100
4,33,38,51,14,frame_05.png,100,100
4,5,38,76,17,frame_06.png,100,100
4,4,35,76,19,frame_07.png,100,100
4,40,30,60,23,frame_08.png,100,100
4,26,26,73,28,frame_09.png,100,100
4,10,28,72,24,frame_10.png,100,100
4,30,28,46,17,frame_11.png,100,100
4,34,30,41,19,frame_12.png,100,100
4,35,33,44,14,frame_13.png,100,100
4,33,36,46,14,frame_14.png,100,100
