label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,3,28,74,45,frame_00.png,100,100
4,0,29,79,41,frame_01.png,100,100
4,0,30,80,39,frame_02.png,100,100
4,0,35,85,29,frame_03.png,100,100
4,3,35,83,28,frame_04.png,100,100
4,2,36,84,25,frame_05.png,100,100
4,2,38,84,20,frame_06.png,100,100
4,2,41,89,20,frame_07.png,100,100
4,0,41,89,14,frame_08.png,100,100
4,1,37,94,23,frame_09.png,100,100
4,21,29,79,32,frame_10.png,100,100
4,33,25,67,35,frame_11.png,100,100
4,4,32,93,26,frame_12.png,100,100
4,0,41,54,18,frame_13.png,100,100
4,0,37,33,20,frame_14.png,100,100
