label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,8,43,58,27,frame_00.png,100,100
4,11,43,56,18,frame_01.png,100,100
4,14,41,54,23,frame_02.png,100,100
4,9,40,56,20,frame_03.png,100,100
4,11,37,48,24,frame_04.png,100,100
4,19,39,48,24,frame_05.png,100,100
4,13,40,53,27,frame_06.png,100,100
4,12,41,52,23,frame_07.png,100,100
4,15,46,56,13,frame_08.png,100,100
4,11,46,55,12,frame_09.png,100,100
4,21,43,55,16,frame_10.png,100,100
4,35,41,53,14,frame_11.png,100,100
4,31,38,56,14,frame_12.png,100,100
4,24,35,55,16,frame_13.png,100,100
4,2,39,56,11,frame_14.png,100,100
