label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
5,16,44,75,27,frame_00.png,100,100
5,16,44,75,27,frame_01.png,100,100
5,16,45,74,26,frame_02.png,100,100
5,17,44,73,25,frame_03.png,100,100
5,8,43,89,37,frame_04.png,100,100
5,23,45,77,36,frame_05.png,100,100
5,16,45,84,46,frame_06.png,100,100
5,19,46,81,44,frame_07.png,100,100
5,17,44,83,44,frame_08.png,100,100
5,1,44,92,42,frame_09.png,100,100
5,0,41,73,42,frame_10.png,100,100
5,0,39,75,37,frame_11.png,100,100
5,2,40,75,36,frame_12.png,100,100
5,3,41,85,38,frame_13.png,100,100
5,24,45,76,37,frame_14.png,100,100
