label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,8,32,70,35,frame_00.png,100,100
4,8,31,70,41,frame_01.png,100,100
4,11,32,64,38,frame_02.png,100,100
4,15,33,66,31,frame_03.png,100,100
4,16,39,70,28,frame_04.png,100,100
4,14,41,74,25,frame_05.png,100,100
4,13,43,73,24,frame_06.png,100,100
4,18,40,64,35,frame_07.png,100,100
4,64,43,36,43,frame_08.png,100,100
4,82,36,18,16,frame_09.png,100,100
4,82,25,18,21,frame_10.png,100,100
4,46,12,44,42,frame_11.png,100,100
4,12,8,36,39,frame_12.png,100,100
4,5,15,36,38,frame_13.png,100,100
4,16,19,35,38,frame_14.png,100,100
