label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
5,0,13,97,66,frame_00.png,100,100
5,5,9,94,58,frame_01.png,100,100
5,21,10,79,53,frame_02.png,100,100
5,12,11,88,57,frame_03.png,100,100
5,5,14,91,53,frame_04.png,100,100
5,0,6,90,55,frame_05.png,100,100
5,0,9,93,39,frame_06.png,100,100
5,0,10,95,38,frame_07.png,100,100
5,0,11,97,46,frame_08.png,100,100
5,0,12,93,62,frame_09.png,100,100
5,0,20,95,61,frame_10.png,100,100
5,0,21,99,66,frame_11.png,100,100
5,0,23,97,64,frame_12.png,100,100
5,0,14,99,55,frame_13.png,100,100
5,0,0,43,65,frame_14.png,100,100
