label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,7,29,65,20,frame_00.png,100,100
4,10,26,53,27,frame_01.png,100,100
4,5,28,54,25,frame_02.png,100,100
4,6,31,58,19,frame_03.png,100,100
4,5,33,59,18,frame_04.png,100,100
4,4,30,58,19,frame_05.png,100,100
4,2,33,60,18,frame_06.png,100,100
4,9,35,54,14,frame_07.png,100,100
4,2,34,62,15,frame_08.png,100,100
4,3,31,62,16,frame_09.png,100,100
4,7,32,57,12,frame_10.png,100,100
4,2,34,68,13,frame_11.png,100,100
4,4,32,59,16,frame_12.png,100,100
4,1,31,58,17,frame_13.png,100,100
4,9,30,53,20,frame_14.png,100,100
