label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,0,27,71,22,frame_00.png,100,100
4,0,27,73,23,frame_01.png,100,100
4,0,27,73,22,frame_02.png,100,100
4,0,25,76,23,frame_03.png,100,100
4,0,24,75,20,frame_04.png,100,100
4,2,20,70,19,frame_05.png,100,100
4,1,16,66,22,frame_06.png,100,100
4,1,15,62,25,frame_07.png,100,100
4,0,17,63,25,frame_08.png,100,100
4,0,17,66,26,frame_09.png,100,100
4,8,14,57,28,frame_10.png,100,100
4,8,16,62,27,frame_11.png,100,100
4,11,14,58,28,frame_12.png,100,100
4,10,15,58,27,frame_13.png,100,100
4,7,15,60,28,frame_14.png,100,100
