label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,6,20,71,52,frame_00.png,100,100
4,6,21,77,54,frame_01.png,100,100
4,6,18,71,53,frame_02.png,100,100
4,7,19,71,51,frame_03.png,100,100
4,1,23,86,40,frame_04.png,100,100
4,1,27,76,38,frame_05.png,100,100
4,0,22,22,21,frame_06.png,100,100
4,0,22,33,21,frame_07.png,100,100
4,0,35,50,12,frame_08.png,100,100
4,0,38,67,17,frame_09.png,100,100
4,0,35,73,18,frame_10.png,100,100
4,0,35,77,18,frame_11.png,100,100
4,0,36,75,16,frame_12.png,100,100
4,11,25,84,24,frame_13.png,100,100
4,1,28,89,24,frame_14.png,100,100
