label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
5,0,15,83,49,frame_00.png,100,100
5,0,16,78,47,frame_01.png,100,100
5,0,12,97,52,frame_02.png,100,100
5,0,10,100,53,frame_03.png,100,100
5,0,10,98,52,frame_04.png,100,100
5,0,11,93,54,frame_05.png,100,100
5,0,10,97,51,frame_06.png,100,100
5,0,11,98,49,frame_07.png,100,100
5,16,16,84,37,frame_08.png,100,100
5,4,14,96,43,frame_09.png,100,100
5,0,10,85,54,frame_10.png,100,100
5,0,12,49,45,frame_11.png,100,100
5,0,14,57,47,frame_12.png,100,100
5,0,19,58,50,frame_13.png,100,100
5,0,20,60,52,frame_14.png,100,100
