label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,22,16,54,59,frame_00.png,100,100
4,20,15,51,59,frame_01.png,100,100
4,26,11,30,60,frame_02.png,100,100
4,30,9,24,59,frame_03.png,100,100
4,23,7,36,49,frame_04.png,100,100
4,26,14,48,37,frame_05.png,100,100
4,30,14,45,31,frame_06.png,100,100
4,23,6,27,56,frame_07.png,100,100
4,15,8,57,50,frame_08.png,100,100
4,13,8,58,50,frame_09.png,100,100
4,4,16,86,34,frame_10.png,100,100
4,19,22,71,36,frame_11.png,100,100
4,36,22,30,28,frame_12.png,100,100
4,33,23,23,56,frame_13.png,100,100
4,21,19,35,56,frame_14.png,100,100
