label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
5,0,13,100,66,frame_00.png,100,100
5,0,13,100,63,frame_01.png,100,100
5,0,13,100,63,frame_02.png,100,100
5,0,15,100,55,frame_03.png,100,100
5,1,14,99,51,frame_04.png,100,100
5,5,16,95,52,frame_05.png,100,100
5,25,26,75,49,frame_06.png,100,100
5,0,26,100,62,frame_07.png,100,100
5,0,27,99,61,frame_08.png,100,100
5,0,27,100,55,frame_09.png,100,100
5,0,28,100,38,frame_10.png,100,100
5,10,0,76,65,frame_11.png,100,100
5,2,2,70,68,frame_12.png,100,100
5,0,23,78,47,frame_13.png,100,100
5,0,26,72,52,frame_14.png,100,100
