label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
4,2,26,49,35,frame_00.png,100,100
4,3,24,51,30,frame_01.png,100,100
4,1,22,49,36,frame_02.png,100,100
4,13,20,42,30,frame_03.png,100,100
4,13,20,42,26,frame_04.png,100,100
4,13,19,42,22,frame_05.png,100,100
4,3,15,39,22,frame_06.png,100,100
4,1,15,52,30,frame_07.png,100,100
4,2,15,48,28,frame_08.png,100,100
4,25,16,22,33,frame_09.png,100,100
4,17,18,63,31,frame_10.png,100,100
4,9,20,71,22,frame_11.png,100,100
4,6,22,75,10,frame_12.png,100,100
4,30,16,50,14,frame_13.png,100,100
4,12,16,52,20,frame_14.png,100,100
