label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,33,36,35,21,frame_00.png,100,100
1,34,40,44,19,frame_01.png,100,100
1,31,34,36,25,frame_02.png,100,100
1,31,35,39,25,frame_03.png,100,100
1,33,38,34,21,frame_04.png,100,100
1,34,38,35,23,frame_05.png,100,100
1,35,39,33,19,frame_06.png,100,100
1,32,38,37,23,frame_07.png,100,100
1,34,39,36,20,frame_08.png,100,100
1,31,34,37,24,frame_09.png,100,100
1,28,35,37,23,frame_10.png,100,100
1,28,35,37,23,frame_11.png,100,100
1,28,34,35,21,frame_12.png,100,100
1,24,33,39,23,frame_13.png,100,100
1,23,32,33,22,frame_14.png,100,100
