label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,32,29,42,25,frame_00.png,100,100
1,30,29,49,31,frame_01.png,100,100
1,27,30,50,31,frame_02.png,100,100
1,27,33,47,25,frame_03.png,100,100
1,27,31,52,33,frame_04.png,100,100
1,22,33,54,35,frame_05.png,100,100
1,25,33,43,28,frame_06.png,100,100
1,20,33,49,31,frame_07.png,100,100
1,23,34,47,29,frame_08.png,100,100
1,24,34,48,29,frame_09.png,100,100
1,24,34,47,28,frame_10.png,100,100
1,23,34,49,28,frame_11.png,100,100
1,24,32,46,27,frame_12.png,100,100
1,25,32,52,29,frame_13.png,100,100
1,24,30,49,31,frame_14.png,100,100
