label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,30,10,43,35,frame_00.png,100,100
1,30,11,43,31,frame_01.png,100,100
1,30,13,45,36,frame_02.png,100,100
1,27,14,45,35,frame_03.png,100,100
1,29,17,43,29,frame_04.png,100,100
1,29,18,43,32,frame_05.png,100,100
1,33,19,42,33,frame_06.png,100,100
1,33,19,43,30,frame_07.png,100,100
1,35,21,43,29,frame_08.png,100,100
1,34,19,45,29,frame_09.png,100,100
1,37,20,41,28,frame_10.png,100,100
1,37,20,43,27,frame_11.png,100,100
1,35,18,46,31,frame_12.png,100,100
1,35,20,41,31,frame_13.png,100,100
1,34,20,44,31,frame_14.png,100,100
