label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,36,39,28,31,frame_00.png,100,100
1,35,31,31,36,frame_01.png,100,100
1,38,32,31,29,frame_02.png,100,100
1,37,33,28,29,frame_03.png,100,100
1,38,32,27,32,frame_04.png,100,100
1,35,32,30,33,frame_05.png,100,100
1,34,31,30,35,frame_06.png,100,100
1,35,30,33,39,frame_07.png,100,100
1,35,31,34,36,frame_08.png,100,100
1,35,31,32,36,frame_09.png,100,100
1,36,31,28,37,frame_10.png,100,100
1,34,32,30,38,frame_11.png,100,100
1,36,33,28,37,frame_12.png,100,100
1,34,33,28,35,frame_13.png,100,100
1,34,32,29,37,frame_14.png,100,100
