label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,35,1,45,29,frame_00.png,100,100
1,22,10,42,24,frame_01.png,100,100
1,13,12,38,29,frame_02.png,100,100
1,11,18,40,26,frame_03.png,100,100
1,14,21,34,27,frame_04.png,100,100
1,15,22,35,25,frame_05.png,100,100
1,19,21,38,28,frame_06.png,100,100
1,20,19,44,31,frame_07.png,100,100
1,25,18,41,27,frame_08.png,100,100
1,29,17,41,30,frame_09.png,100,100
1,34,16,40,28,frame_10.png,100,100
1,35,16,42,29,frame_11.png,100,100
1,33,15,42,29,frame_12.png,100,100
1,33,13,45,35,frame_13.png,100,100
1,30,13,40,28,frame_14.png,100,100
