label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,30,13,51,28,frame_00.png,100,100
1,27,15,50,27,frame_01.png,100,100
1,30,16,50,23,frame_02.png,100,100
1,30,17,53,25,frame_03.png,100,100
1,31,18,46,23,frame_04.png,100,100
1,30,17,47,25,frame_05.png,100,100
1,32,20,48,22,frame_06.png,100,100
1,28,19,51,24,frame_07.png,100,100
1,30,20,44,24,frame_08.png,100,100
1,31,20,45,25,frame_09.png,100,100
1,30,21,46,22,frame_10.png,100,100
1,28,23,52,21,frame_11.png,100,100
1,27,20,48,24,frame_12.png,100,100
1,28,21,45,23,frame_13.png,100,100
1,25,20,46,24,frame_14.png,100,100
