label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,38,16,40,25,frame_00.png,100,100
1,36,14,43,28,frame_01.png,100,100
1,40,16,41,27,frame_02.png,100,100
1,36,15,45,26,frame_03.png,100,100
1,38,17,39,25,frame_04.png,100,100
1,37,14,43,27,frame_05.png,100,100
1,36,15,40,25,frame_06.png,100,100
1,34,16,39,28,frame_07.png,100,100
1,34,16,36,24,frame_08.png,100,100
1,31,14,41,26,frame_09.png,100,100
1,29,16,37,24,frame_10.png,100,100
1,24,14,40,24,frame_11.png,100,100
1,25,16,42,25,frame_12.png,100,100
1,25,18,42,24,frame_13.png,100,100
1,24,17,40,25,frame_14.png,100,100
