label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,35,9,43,33,frame_00.png,100,100
1,31,5,47,31,frame_01.png,100,100
1,36,8,38,26,frame_02.png,100,100
1,36,11,39,27,frame_03.png,100,100
1,35,10,35,26,frame_04.png,100,100
1,34,12,39,25,frame_05.png,100,100
1,35,13,37,25,frame_06.png,100,100
1,35,16,37,23,frame_07.png,100,100
1,38,16,38,24,frame_08.png,100,100
1,39,17,36,22,frame_09.png,100,100
1,39,17,37,23,frame_10.png,100,100
1,37,17,43,24,frame_11.png,100,100
1,38,16,39,25,frame_12.png,100,100
1,32,20,41,25,frame_13.png,100,100
1,33,18,35,24,frame_14.png,100,100
