label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,25,8,64,36,frame_00.png,100,100
1,28,10,60,32,frame_01.png,100,100
1,26,9,60,35,frame_02.png,100,100
1,25,10,58,35,frame_03.png,100,100
1,28,10,56,33,frame_04.png,100,100
1,27,11,58,31,frame_05.png,100,100
1,24,10,63,37,frame_06.png,100,100
1,26,11,58,34,frame_07.png,100,100
1,25,12,57,33,frame_08.png,100,100
1,24,11,59,33,frame_09.png,100,100
1,28,12,55,35,frame_10.png,100,100
1,25,12,59,35,frame_11.png,100,100
1,28,12,56,34,frame_12.png,100,100
1,25,12,58,34,frame_13.png,100,100
1,28,12,55,33,frame_14.png,100,100
