label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,24,34,53,33,frame_00.png,100,100
1,23,34,57,32,frame_01.png,100,100
1,23,34,51,27,frame_02.png,100,100
1,24,33,52,29,frame_03.png,100,100
1,23,31,54,32,frame_04.png,100,100
1,21,29,53,29,frame_05.png,100,100
1,23,25,55,30,frame_06.png,100,100
1,22,27,55,32,frame_07.png,100,100
1,21,25,54,33,frame_08.png,100,100
1,21,23,55,36,frame_09.png,100,100
1,24,26,55,31,frame_10.png,100,100
1,26,27,54,32,frame_11.png,100,100
1,25,26,56,33,frame_12.png,100,100
1,24,25,54,34,frame_13.png,100,100
1,27,26,58,34,frame_14.png,100,100
