label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
1,6,25,70,35,frame_00.png,100,100
1,7,24,68,34,frame_01.png,100,100
1,6,25,74,34,frame_02.png,100,100
1,7,24,64,37,frame_03.png,100,100
1,4,26,71,34,frame_04.png,100,100
1,32,23,40,32,frame_05.png,100,100
1,28,19,44,32,frame_06.png,100,100
1,28,20,43,35,frame_07.png,100,100
1,31,18,39,33,frame_08.png,100,100
1,30,20,43,31,frame_09.png,100,100
1,34,22,40,28,frame_10.png,100,100
1,34,20,36,31,frame_11.png,100,100
1,30,22,40,29,frame_12.png,100,100
1,31,22,42,29,frame_13.png,100,100
1,30,21,43,33,frame_14.png,100,100
